0    [main] INFO  space.exploration.mars.rover.kernel.Rover  - Rover current position is = java.awt.Point[x=0,y=250]
1010 [main] INFO  space.exploration.mars.rover.sensor.Lidar  - Lidar initialized and ready!
72644 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
72644 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
72646 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
72646 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
72649 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
72650 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
72650 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
72650 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
72650 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 5 for 1 topic(s) Set(secure_com_from_earth_channel_3)
72650 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
72651 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
72661 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Starting 
72662 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
72672 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
72672 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
72672 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
72672 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
72672 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
72672 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutting down
72672 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Stopped 
72672 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutdown completed
72673 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
72673 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
72673 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
72673 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
72673 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
72680 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
72680 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
72682 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
72683 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
72683 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
72683 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
72686 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
72686 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
72686 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
72686 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
72686 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 6 for 1 topic(s) Set(secure_com_from_earth_channel_3)
72686 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
72687 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
72689 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
72690 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Starting 
123000 [pool-1-thread-2] INFO  space.exploration.mars.rover.diagnostics.Pacemaker  - SCET: 1496280623971
equipmentHealth {
  key: "Battery"
  value: 1000
}
equipmentHealth {
  key: "Radio"
  value: 4
}
equipmentHealth {
  key: "Lidar"
  value: 1000
}
equipmentHealth {
  key: "Camera"
  value: 1000
}
equipmentHealth {
  key: "Spectrometer"
  value: 1000
}
equipmentHealth {
  key: "Radar"
  value: 0
}
batteryLevel: 9999
moduleReporting: 3
notes: "This is rover Curiosity. Sending HeartBeat!"
location {
  y: 250
}

145582 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Client session timed out, have not heard from server in 22855ms for sessionid 0x15c129a84bd0068, closing socket connection and attempting reconnect
145683 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (Disconnected)
147496 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
147496 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Socket connection established to localhost/127.0.0.1:2181, initiating session
147497 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (Expired)
147498 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Unable to reconnect to ZooKeeper service, session 0x15c129a84bd0068 has expired, closing socket connection
147498 [main-EventThread] INFO  org.apache.zookeeper.ZooKeeper  - Initiating client connection, connectString=localhost:2181 sessionTimeout=6000 watcher=org.I0Itec.zkclient.ZkClient@535779e4
147498 [main-EventThread] INFO  org.apache.zookeeper.ClientCnxn  - EventThread shut down
147499 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], ZK expired; release old broker parition ownership; re-register consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8
147499 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin registering consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 in ZK
147499 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.utils.ZKCheckedEphemeral  - Creating /consumers/space.exploration.mars.rover/ids/space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 (is it secure? false)
147499 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Opening socket connection to server localhost/127.0.0.1:2181. Will not attempt to authenticate using SASL (unknown error)
147500 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Socket connection established to localhost/127.0.0.1:2181, initiating session
147504 [main-SendThread(localhost:2181)] INFO  org.apache.zookeeper.ClientCnxn  - Session establishment complete on server localhost/127.0.0.1:2181, sessionid = 0x15c129a84bd0069, negotiated timeout = 6000
147504 [main-EventThread] INFO  org.I0Itec.zkclient.ZkClient  - zookeeper state changed (SyncConnected)
147510 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.utils.ZKCheckedEphemeral  - Result of znode creation is: OK
147510 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end registering consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 in ZK
147510 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
147520 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
147521 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
147521 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
147521 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
147521 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
147521 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutting down
147522 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Stopped 
147522 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutdown completed
147522 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
147522 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
147523 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
147523 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
147523 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
147533 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
147533 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
147536 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
147537 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
147538 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
147542 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
147543 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
147545 [ZkClient-EventThread-24-localhost:2181] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Topic info for path /brokers/topics/secure_com_from_earth_channel_3 changed to {"version":1,"partitions":{"0":[0]}}, triggering rebalance
147545 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
147546 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
147546 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
147546 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
147546 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 7 for 1 topic(s) Set(secure_com_from_earth_channel_3)
147547 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
147548 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
147556 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Starting 
147556 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Added fetcher for partitions ArrayBuffer([[secure_com_from_earth_channel_3,0], initOffset 121 to broker BrokerEndPoint(0,zionmainframe,9092)] )
147567 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
147567 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
147567 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
147567 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
147567 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping all fetchers
147567 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutting down
147569 [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Stopped 
147569 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherThread  - [ConsumerFetcherThread-space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0-0], Shutdown completed
147569 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] All connections stopped
147569 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared all relevant queues for this fetcher
147569 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Cleared the data chunks in all the consumer message iterators
147569 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Committing all offsets after clearing the fetcher queues
147570 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Releasing partition ownership
147581 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 rebalancing the following partitions: ArrayBuffer(0) for topic secure_com_from_earth_channel_3 with consumers: List(space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0)
147581 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.RangeAssignor  - space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 attempting to claim partition 0
147584 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-0 successfully owned partition 0 for topic secure_com_from_earth_channel_3
147585 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], Consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 selected partitions : secure_com_from_earth_channel_3:0: fetched offset = 121: consumed offset = 121
147585 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], end rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
147585 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ZookeeperConsumerConnector  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8], begin rebalancing consumer space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8 try #0
147585 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Starting 
147597 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Verifying properties
147598 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property client.id is overridden to space.exploration.mars.rover
147598 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property metadata.broker.list is overridden to zionmainframe:9092
147598 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.utils.VerifiableProperties  - Property request.timeout.ms is overridden to 30000
147598 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.client.ClientUtils$  - Fetching metadata from broker BrokerEndPoint(0,zionmainframe,9092) with correlation id 8 for 1 topic(s) Set(secure_com_from_earth_channel_3)
147599 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Connected to zionmainframe:9092 for producing
147599 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.producer.SyncProducer  - Disconnecting from zionmainframe:9092
147600 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager  - [ConsumerFetcherManager-1496280506932] Stopping leader finder thread
147601 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutting down
147602 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Stopped 
147602 [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8_watcher_executor] INFO  kafka.consumer.ConsumerFetcherManager$LeaderFinderThread  - [space.exploration.mars.rover_zionmainframe-1496280506881-695e7ce8-leader-finder-thread], Shutdown completed
